,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,CDD,CDD,CDD,CDD,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,stats,stats,stats,stats,stats,stats,stats
,answer,runtime,peak_memory_kbytes,eliminated_by_eq,output_constraints,only_qe_ms,eq_conflict,eliminated_vars,input_constraints,total_constraints,visited_nodes,answer,runtime,peak_memory_kbytes,output_constraints,answer,runtime,peak_memory_kbytes,trivial_false,contains_disjunction,output_constraints,trivial_true,answer,runtime,peak_memory_kbytes,input_constraints,output_constraints,only_qe_ms,total_constraints,eq_conflict,visited_nodes,eliminated_by_eq,eliminated_vars,constraints,variables,eliminated-variables,matrix-density-overall,matrix-density-eliminated,graph-density-overall,graph-density-eliminated
24_variables/36_constraints/3_density_3,success,16.976,81376,0.0,13549.0,16652.0,0.0,12.0,36.0,290664.0,6387.0,timeout,310.0,216372,,timeout,310.0,2837716,,,,,memout,305.0,161836,,,,,,,,,36,24,12,0.3344444444444444,0.3148148148148148,0.5566037735849056,0.5864661654135338
24_variables/36_constraints/3_density_4,timeout,310.0,57020,,,,,,,,,timeout,310.0,173212,,timeout,310.0,3022200,,,,,memout,305.0,2077176,,,,,,,,,36,24,12,0.3166666666666666,0.3078703703703703,0.5490566037735849,0.5714285714285714
24_variables/36_constraints/3_density_5,timeout,310.0,73820,,,,,,,,,timeout,310.0,185220,,timeout,310.0,2940528,,,,,memout,305.0,37004,,,,,,,,,36,24,12,0.33,0.3148148148148148,0.5490566037735849,0.5639097744360902
24_variables/36_constraints/3_density_6,timeout,310.0,20104,,,,,,,,,timeout,310.0,192716,,timeout,310.0,2981536,,,,,memout,305.0,1352112,,,,,,,,,36,24,12,0.3433333333333333,0.3425925925925926,0.5433962264150943,0.5789473684210527
24_variables/36_constraints/3_density_7,timeout,310.0,11448,,,,,,,,,timeout,310.0,212352,,timeout,310.0,3014104,,,,,memout,305.0,53012,,,,,,,,,36,24,12,0.3277777777777778,0.3472222222222222,0.5490566037735849,0.5864661654135338
24_variables/36_constraints/3_density_8,success,7.543,37616,0.0,5582.0,7377.0,0.0,12.0,36.0,144296.0,2533.0,success,38.743,90232,5582.0,timeout,310.0,3079748,,,,,memout,305.0,2796760,,,,,,,,,36,24,12,0.3444444444444444,0.3263888888888889,0.560377358490566,0.5864661654135338
24_variables/36_constraints/3_density_9,timeout,310.0,29300,,,,,,,,,timeout,310.0,136104,,timeout,310.0,3085624,,,,,memout,305.0,3340392,,,,,,,,,36,24,12,0.35,0.324074074074074,0.5622641509433962,0.5864661654135338
24_variables/36_constraints/5_density_0,timeout,310.0,33064,,,,,,,,,timeout,310.0,128116,,timeout,310.0,3016176,,,,,memout,305.0,1693144,,,,,,,,,36,24,12,0.5188888888888888,0.4884259259259259,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_1,timeout,310.0,44060,,,,,,,,,timeout,310.0,201312,,timeout,310.0,2983704,,,,,memout,305.0,104208,,,,,,,,,36,24,12,0.5222222222222223,0.4907407407407407,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_2,timeout,310.0,10004,,,,,,,,,timeout,310.0,191708,,timeout,310.0,2979192,,,,,memout,305.0,2356036,,,,,,,,,36,24,12,0.52,0.5046296296296297,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_3,timeout,310.0,29920,,,,,,,,,timeout,310.0,231200,,timeout,310.0,3237456,,,,,memout,305.0,1919048,,,,,,,,,36,24,12,0.5433333333333333,0.5277777777777778,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_4,timeout,310.0,12012,,,,,,,,,timeout,310.0,250708,,timeout,310.0,2987516,,,,,memout,305.0,1166256,,,,,,,,,36,24,12,0.5066666666666667,0.4930555555555556,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_5,timeout,310.0,36820,,,,,,,,,timeout,310.0,146340,,timeout,310.0,2946624,,,,,memout,305.0,3994560,,,,,,,,,36,24,12,0.5144444444444445,0.5046296296296297,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_6,timeout,310.0,31788,,,,,,,,,timeout,310.0,246072,,timeout,310.0,2970892,,,,,memout,305.0,2613020,,,,,,,,,36,24,12,0.51,0.4861111111111111,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_7,timeout,310.0,28072,,,,,,,,,timeout,310.0,125092,,timeout,310.0,2962908,,,,,memout,305.0,496468,,,,,,,,,36,24,12,0.4955555555555556,0.4722222222222222,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_8,timeout,310.0,29948,,,,,,,,,timeout,310.0,133200,,timeout,310.0,2979468,,,,,memout,305.0,807588,,,,,,,,,36,24,12,0.5188888888888888,0.5115740740740741,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/5_density_9,timeout,310.0,8624,,,,,,,,,timeout,310.0,164136,,timeout,310.0,3003628,,,,,memout,305.0,82840,,,,,,,,,36,24,12,0.5288888888888889,0.4907407407407407,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_0,timeout,310.0,10672,,,,,,,,,success,240.37,191780,27604.0,timeout,310.0,2880952,,,,,memout,305.0,1172840,,,,,,,,,36,24,12,0.7166666666666667,0.6944444444444444,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_1,timeout,310.0,10440,,,,,,,,,timeout,310.0,228956,,timeout,310.0,2749964,,,,,memout,305.0,50844,,,,,,,,,36,24,12,0.7288888888888889,0.7314814814814815,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_2,timeout,310.0,17832,,,,,,,,,timeout,310.0,198168,,timeout,310.0,2979268,,,,,memout,305.0,3087472,,,,,,,,,36,24,12,0.7055555555555556,0.6712962962962963,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_3,timeout,310.0,11812,,,,,,,,,timeout,310.0,133400,,timeout,310.0,2882920,,,,,memout,305.0,32216,,,,,,,,,36,24,12,0.71,0.6944444444444444,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_4,timeout,310.0,26476,,,,,,,,,timeout,310.0,156500,,timeout,310.0,2950796,,,,,memout,305.0,30128,,,,,,,,,36,24,12,0.7066666666666667,0.6782407407407407,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_5,timeout,310.0,12012,,,,,,,,,timeout,310.0,228744,,timeout,310.0,2885036,,,,,memout,305.0,3994576,,,,,,,,,36,24,12,0.7177777777777777,0.6967592592592593,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_6,timeout,310.0,31204,,,,,,,,,timeout,310.0,191836,,timeout,310.0,2905460,,,,,memout,305.0,169216,,,,,,,,,36,24,12,0.7188888888888889,0.7199074074074074,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_7,timeout,310.0,7936,,,,,,,,,success,3.123,29200,1.0,timeout,310.0,3014120,,,,,memout,305.0,35660,,,,,,,,,36,24,12,0.7233333333333334,0.7106481481481481,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_8,timeout,310.0,62652,,,,,,,,,timeout,310.0,230944,,timeout,310.0,2831964,,,,,memout,305.0,3254464,,,,,,,,,36,24,12,0.7044444444444444,0.6967592592592593,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/7_density_9,timeout,310.0,8940,,,,,,,,,timeout,310.0,224704,,timeout,310.0,2897284,,,,,memout,305.0,3986304,,,,,,,,,36,24,12,0.7322222222222222,0.7222222222222222,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_0,timeout,310.0,19416,,,,,,,,,timeout,310.0,270876,,timeout,310.0,2848140,,,,,memout,305.0,83500,,,,,,,,,36,24,12,0.8822222222222222,0.8773148148148148,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_1,timeout,310.0,27696,,,,,,,,,timeout,310.0,223820,,timeout,310.0,2866648,,,,,memout,305.0,71140,,,,,,,,,36,24,12,0.8877777777777778,0.8680555555555556,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_2,timeout,310.0,17628,,,,,,,,,timeout,310.0,157980,,timeout,310.0,2804888,,,,,memout,305.0,103040,,,,,,,,,36,24,12,0.9066666666666666,0.9027777777777778,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_3,timeout,310.0,50792,,,,,,,,,timeout,310.0,174524,,timeout,310.0,2766324,,,,,memout,305.0,104808,,,,,,,,,36,24,12,0.91,0.914351851851852,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_4,timeout,310.0,46472,,,,,,,,,timeout,310.0,251012,,timeout,310.0,2893340,,,,,memout,305.0,103076,,,,,,,,,36,24,12,0.8944444444444445,0.8865740740740741,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_5,timeout,310.0,25772,,,,,,,,,timeout,310.0,222628,,timeout,310.0,2971128,,,,,memout,305.0,113356,,,,,,,,,36,24,12,0.9022222222222224,0.9236111111111112,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_6,timeout,310.0,26528,,,,,,,,,timeout,310.0,177772,,timeout,310.0,2807216,,,,,memout,305.0,77968,,,,,,,,,36,24,12,0.8977777777777778,0.9027777777777778,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_7,timeout,310.0,35280,,,,,,,,,timeout,310.0,241368,,timeout,310.0,2797036,,,,,memout,305.0,70164,,,,,,,,,36,24,12,0.9033333333333332,0.8981481481481481,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_8,timeout,310.0,11380,,,,,,,,,timeout,310.0,149268,,timeout,310.0,2774748,,,,,memout,305.0,102008,,,,,,,,,36,24,12,0.9122222222222224,0.9004629629629629,0.5641509433962264,0.5864661654135338
24_variables/36_constraints/9_density_9,timeout,310.0,8196,,,,,,,,,timeout,310.0,166416,,timeout,310.0,2690572,,,,,memout,305.0,86048,,,,,,,,,36,24,12,0.8977777777777778,0.9097222222222222,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/1_density_0,success,0.032,6728,0.0,26.0,4.0,0.0,12.0,33.0,174.0,14.0,success,0.173,4116,32.0,success,0.203,47452,0.0,1.0,56.0,0.0,success,0.032,6864,33.0,26.0,5.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1302564102564102,0.094017094017094,0.2,0.2180451127819548
24_variables/39_constraints/1_density_1,success,0.144,7244,0.0,167.0,32.0,0.0,12.0,36.0,1282.0,59.0,success,0.292,5336,187.0,success,0.533,139612,0.0,1.0,4481.0,0.0,success,1.066,55680,36.0,10415.0,931.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1292307692307692,0.1111111111111111,0.1886792452830188,0.2781954887218045
24_variables/39_constraints/1_density_2,success,0.114,6804,0.0,42.0,6.0,0.0,12.0,38.0,234.0,19.0,success,0.134,4084,43.0,success,0.391,49664,0.0,1.0,279.0,0.0,success,0.052,7036,38.0,44.0,7.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1364102564102564,0.0897435897435897,0.2056603773584905,0.2030075187969924
24_variables/39_constraints/1_density_3,success,0.103,6696,0.0,21.0,3.0,0.0,12.0,33.0,80.0,11.0,success,0.133,4016,28.0,success,0.169,49340,0.0,1.0,150.0,0.0,success,0.038,6968,33.0,21.0,4.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1148717948717948,0.0811965811965812,0.1679245283018867,0.225563909774436
24_variables/39_constraints/1_density_4,success,0.042,6708,0.0,25.0,4.0,0.0,12.0,33.0,183.0,24.0,success,0.17,3960,31.0,success,0.211,55804,0.0,1.0,562.0,0.0,success,0.059,6944,33.0,30.0,5.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1179487179487179,0.0833333333333333,0.1660377358490566,0.1578947368421052
24_variables/39_constraints/1_density_5,success,0.173,6708,0.0,19.0,4.0,0.0,12.0,35.0,153.0,12.0,success,0.169,4056,23.0,success,0.204,74080,0.0,1.0,1358.0,0.0,memout,305.0,575892,,,,,,,,,39,24,12,0.1364102564102564,0.1089743589743589,0.2358490566037736,0.2706766917293233
24_variables/39_constraints/1_density_6,success,0.075,6696,0.0,18.0,3.0,0.0,12.0,33.0,107.0,11.0,success,0.339,4040,24.0,success,0.212,55744,0.0,1.0,228.0,0.0,success,0.027,6984,33.0,18.0,3.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1292307692307692,0.0833333333333333,0.2358490566037736,0.2631578947368421
24_variables/39_constraints/1_density_7,success,0.045,6804,0.0,56.0,5.0,0.0,12.0,38.0,244.0,14.0,success,0.276,3984,57.0,success,0.242,47320,0.0,1.0,224.0,0.0,success,0.03,7320,38.0,107.0,8.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1292307692307692,0.0982905982905982,0.1698113207547169,0.225563909774436
24_variables/39_constraints/1_density_8,success,0.122,6824,0.0,44.0,8.0,0.0,12.0,37.0,317.0,23.0,success,0.434,3992,46.0,success,0.527,129452,0.0,1.0,1723.0,0.0,success,0.043,7220,37.0,77.0,10.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1364102564102564,0.1025641025641025,0.2188679245283019,0.3007518796992481
24_variables/39_constraints/1_density_9,success,0.032,6788,0.0,29.0,5.0,0.0,12.0,37.0,239.0,14.0,success,0.182,3992,31.0,success,0.225,49724,0.0,1.0,204.0,0.0,success,0.046,7100,37.0,29.0,7.0,0.0,0.0,0.0,0.0,12.0,39,24,12,0.1446153846153846,0.1111111111111111,0.2377358490566037,0.2556390977443609
24_variables/39_constraints/3_density_0,success,299.615,236604,0.0,41475.0,298769.0,0.0,12.0,39.0,5232333.0,94208.0,timeout,310.0,132220,,timeout,310.0,2741488,,,,,memout,305.0,31564,,,,,,,,,39,24,12,0.3169230769230769,0.282051282051282,0.5566037735849056,0.5789473684210527
24_variables/39_constraints/3_density_1,timeout,310.0,27884,,,,,,,,,timeout,310.0,134384,,timeout,310.0,2786752,,,,,memout,305.0,3994444,,,,,,,,,39,24,12,0.3353846153846154,0.3376068376068376,0.5547169811320755,0.5864661654135338
24_variables/39_constraints/3_density_2,timeout,310.0,53064,,,,,,,,,timeout,310.0,172380,,timeout,310.0,3108516,,,,,memout,305.0,3955356,,,,,,,,,39,24,12,0.3261538461538461,0.3055555555555556,0.5584905660377358,0.5789473684210527
24_variables/39_constraints/3_density_3,timeout,310.0,84536,,,,,,,,,timeout,310.0,170996,,timeout,310.0,3014012,,,,,memout,305.0,90728,,,,,,,,,39,24,12,0.3353846153846154,0.3119658119658119,0.5566037735849056,0.5864661654135338
24_variables/39_constraints/3_density_4,timeout,310.0,87544,,,,,,,,,timeout,310.0,135316,,timeout,310.0,3200332,,,,,memout,305.0,493520,,,,,,,,,39,24,12,0.3456410256410256,0.3205128205128205,0.560377358490566,0.5789473684210527
24_variables/39_constraints/3_density_5,timeout,310.0,50620,,,,,,,,,timeout,310.0,243852,,timeout,310.0,3167856,,,,,memout,305.0,2471668,,,,,,,,,39,24,12,0.3353846153846154,0.3055555555555556,0.5566037735849056,0.5789473684210527
24_variables/39_constraints/3_density_6,success,205.997,154848,0.0,26932.0,205313.0,0.0,12.0,39.0,4030539.0,49971.0,timeout,310.0,211216,,timeout,310.0,3173980,,,,,memout,305.0,1277696,,,,,,,,,39,24,12,0.322051282051282,0.3376068376068376,0.5509433962264151,0.5789473684210527
24_variables/39_constraints/3_density_7,timeout,310.0,183200,,,,,,,,,timeout,310.0,171336,,timeout,310.0,3087856,,,,,memout,305.0,1564120,,,,,,,,,39,24,12,0.3097435897435897,0.2863247863247863,0.5415094339622641,0.5639097744360902
24_variables/39_constraints/3_density_8,timeout,310.0,45740,,,,,,,,,timeout,310.0,154356,,timeout,310.0,2916004,,,,,memout,305.0,79160,,,,,,,,,39,24,12,0.3323076923076923,0.3076923076923077,0.560377358490566,0.5864661654135338
24_variables/39_constraints/3_density_9,timeout,310.0,18612,,,,,,,,,timeout,310.0,150340,,timeout,310.0,2926252,,,,,memout,305.0,65624,,,,,,,,,39,24,12,0.318974358974359,0.3034188034188034,0.5509433962264151,0.5714285714285714
24_variables/39_constraints/5_density_0,timeout,310.0,33860,,,,,,,,,timeout,310.0,310760,,timeout,310.0,3065284,,,,,memout,305.0,31940,,,,,,,,,39,24,12,0.5364102564102564,0.5085470085470085,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_1,timeout,310.0,27728,,,,,,,,,timeout,310.0,263632,,timeout,310.0,3014120,,,,,memout,305.0,662404,,,,,,,,,39,24,12,0.5282051282051282,0.5213675213675214,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_2,timeout,310.0,36068,,,,,,,,,timeout,310.0,140524,,timeout,310.0,3026508,,,,,memout,305.0,1412596,,,,,,,,,39,24,12,0.5097435897435898,0.4786324786324786,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_3,timeout,310.0,10644,,,,,,,,,timeout,310.0,151952,,timeout,310.0,3051192,,,,,memout,305.0,127888,,,,,,,,,39,24,12,0.4994871794871794,0.4615384615384615,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_4,timeout,310.0,12300,,,,,,,,,timeout,310.0,199956,,timeout,310.0,3010000,,,,,memout,305.0,3994520,,,,,,,,,39,24,12,0.52,0.5085470085470085,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_5,timeout,310.0,53212,,,,,,,,,timeout,310.0,208848,,timeout,310.0,3091908,,,,,memout,305.0,3533008,,,,,,,,,39,24,12,0.521025641025641,0.4700854700854701,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_6,timeout,310.0,11976,,,,,,,,,timeout,310.0,282784,,timeout,310.0,3118648,,,,,memout,305.0,235320,,,,,,,,,39,24,12,0.5282051282051282,0.5213675213675214,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_7,timeout,310.0,23248,,,,,,,,,timeout,310.0,137484,,timeout,310.0,3003676,,,,,memout,305.0,3994524,,,,,,,,,39,24,12,0.5323076923076923,0.532051282051282,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_8,timeout,310.0,10196,,,,,,,,,timeout,310.0,194760,,timeout,310.0,2891380,,,,,memout,305.0,1047152,,,,,,,,,39,24,12,0.5435897435897435,0.5277777777777778,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/5_density_9,timeout,310.0,11888,,,,,,,,,timeout,310.0,127984,,timeout,310.0,2884988,,,,,memout,305.0,3047816,,,,,,,,,39,24,12,0.5282051282051282,0.5128205128205128,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_0,timeout,310.0,33012,,,,,,,,,timeout,310.0,126560,,timeout,310.0,3194360,,,,,memout,305.0,3605596,,,,,,,,,39,24,12,0.717948717948718,0.7200854700854701,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_1,timeout,310.0,18360,,,,,,,,,timeout,310.0,253712,,timeout,310.0,3085628,,,,,memout,305.0,1873108,,,,,,,,,39,24,12,0.7251282051282051,0.6965811965811965,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_2,timeout,310.0,18380,,,,,,,,,timeout,310.0,208484,,timeout,310.0,2848136,,,,,memout,305.0,49896,,,,,,,,,39,24,12,0.7251282051282051,0.717948717948718,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_3,timeout,310.0,8032,,,,,,,,,timeout,310.0,242340,,timeout,310.0,2930244,,,,,memout,305.0,38892,,,,,,,,,39,24,12,0.7148717948717949,0.7051282051282052,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_4,timeout,310.0,10288,,,,,,,,,timeout,310.0,200784,,timeout,310.0,2805260,,,,,memout,305.0,54612,,,,,,,,,39,24,12,0.7087179487179487,0.6923076923076923,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_5,timeout,310.0,62968,,,,,,,,,timeout,310.0,265464,,timeout,310.0,2848124,,,,,memout,305.0,50952,,,,,,,,,39,24,12,0.7015384615384616,0.717948717948718,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_6,timeout,310.0,58768,,,,,,,,,timeout,310.0,270368,,timeout,310.0,2885160,,,,,memout,305.0,3994428,,,,,,,,,39,24,12,0.7015384615384616,0.7051282051282052,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_7,timeout,310.0,13216,,,,,,,,,timeout,310.0,188544,,timeout,310.0,2864448,,,,,memout,305.0,3683284,,,,,,,,,39,24,12,0.7261538461538461,0.7115384615384616,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_8,timeout,310.0,15244,,,,,,,,,timeout,310.0,261196,,timeout,310.0,2944480,,,,,memout,305.0,48292,,,,,,,,,39,24,12,0.7087179487179487,0.6944444444444444,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/7_density_9,timeout,310.0,55140,,,,,,,,,timeout,310.0,184908,,timeout,310.0,3057032,,,,,memout,305.0,3478028,,,,,,,,,39,24,12,0.6861538461538461,0.6730769230769231,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_0,timeout,310.0,34500,,,,,,,,,timeout,310.0,137924,,timeout,310.0,2803320,,,,,memout,305.0,64960,,,,,,,,,39,24,12,0.9066666666666666,0.8931623931623932,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_1,timeout,310.0,10480,,,,,,,,,timeout,310.0,211144,,timeout,310.0,2798904,,,,,memout,305.0,128512,,,,,,,,,39,24,12,0.9056410256410256,0.9145299145299144,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_2,timeout,310.0,9908,,,,,,,,,timeout,310.0,149444,,timeout,310.0,2983160,,,,,memout,305.0,126060,,,,,,,,,39,24,12,0.9066666666666666,0.9123931623931624,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_3,timeout,310.0,26084,,,,,,,,,timeout,310.0,261876,,timeout,310.0,2895352,,,,,memout,305.0,71240,,,,,,,,,39,24,12,0.8943589743589744,0.9017094017094016,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_4,timeout,310.0,11564,,,,,,,,,timeout,310.0,218824,,timeout,310.0,2733588,,,,,memout,305.0,116988,,,,,,,,,39,24,12,0.88,0.8888888888888888,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_5,timeout,310.0,12212,,,,,,,,,timeout,310.0,123544,,timeout,310.0,2791028,,,,,memout,305.0,85604,,,,,,,,,39,24,12,0.9005128205128206,0.903846153846154,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_6,timeout,310.0,13620,,,,,,,,,timeout,310.0,212248,,timeout,310.0,2825736,,,,,memout,305.0,98352,,,,,,,,,39,24,12,0.8974358974358975,0.9017094017094016,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_7,timeout,310.0,31228,,,,,,,,,timeout,310.0,150456,,timeout,310.0,3024304,,,,,memout,305.0,62664,,,,,,,,,39,24,12,0.8882051282051282,0.8846153846153846,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_8,timeout,310.0,12876,,,,,,,,,timeout,310.0,200272,,timeout,310.0,2921996,,,,,memout,305.0,118972,,,,,,,,,39,24,12,0.9107692307692308,0.905982905982906,0.5641509433962264,0.5864661654135338
24_variables/39_constraints/9_density_9,timeout,310.0,68852,,,,,,,,,timeout,310.0,261228,,timeout,310.0,2989464,,,,,memout,305.0,48956,,,,,,,,,39,24,12,0.8953846153846153,0.8782051282051282,0.5641509433962264,0.5864661654135338
24_variables/3_constraints/1_density_0,success,0.024,6604,0.0,2.0,0.0,0.0,12.0,3.0,2.0,3.0,success,0.2,3524,2.0,success,0.202,45464,0.0,0.0,2.0,0.0,success,0.022,6752,3.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.1066666666666666,0.0277777777777777,0.0189035916824196,0.0075757575757575
24_variables/3_constraints/1_density_1,success,0.057,6608,0.0,2.0,0.0,0.0,12.0,3.0,1.0,2.0,success,0.187,3692,2.0,success,0.179,45412,0.0,0.0,2.0,0.0,success,0.022,6752,3.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.1333333333333333,0.0277777777777777,0.0264650283553875,0.0075757575757575
24_variables/3_constraints/1_density_2,success,0.028,6604,0.0,1.0,0.0,0.0,12.0,3.0,11.0,12.0,success,0.088,3504,1.0,success,0.283,45584,0.0,0.0,1.0,0.0,success,0.021,6680,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.1333333333333333,0.0555555555555555,0.020754716981132,0.0150375939849624
24_variables/3_constraints/1_density_3,success,0.025,6600,0.0,1.0,0.0,0.0,12.0,3.0,12.0,9.0,success,0.112,3668,1.0,success,0.165,45448,0.0,0.0,1.0,1.0,success,0.024,6756,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.16,0.1666666666666666,0.0283553875236294,0.053030303030303
24_variables/3_constraints/1_density_4,success,0.024,6608,0.0,1.0,0.0,0.0,12.0,3.0,8.0,7.0,success,0.079,3672,1.0,success,0.191,45512,0.0,0.0,1.0,0.0,success,0.023,6756,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.16,0.1666666666666666,0.0415879017013232,0.0984848484848484
24_variables/3_constraints/1_density_5,success,0.021,6600,0.0,1.0,0.0,0.0,12.0,3.0,11.0,11.0,success,0.183,3572,1.0,success,0.159,45532,0.0,0.0,1.0,1.0,success,0.022,6784,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.12,0.1111111111111111,0.0150943396226415,0.0300751879699248
24_variables/3_constraints/1_density_6,success,0.022,6608,0.0,1.0,0.0,0.0,12.0,3.0,12.0,9.0,success,0.217,3572,1.0,success,0.286,45520,0.0,0.0,1.0,0.0,success,0.023,6756,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.1333333333333333,0.0833333333333333,0.0321361058601134,0.0303030303030303
24_variables/3_constraints/1_density_7,success,0.022,6604,0.0,1.0,0.0,0.0,12.0,3.0,9.0,9.0,success,0.114,3600,1.0,success,0.156,45524,0.0,0.0,1.0,0.0,success,0.022,6752,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.1066666666666666,0.0833333333333333,0.0113421550094517,0.0303030303030303
24_variables/3_constraints/1_density_8,success,0.022,6612,0.0,1.0,0.0,0.0,12.0,3.0,20.0,11.0,success,0.09,3684,1.0,success,0.153,45216,0.0,0.0,1.0,1.0,success,0.032,6780,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.16,0.0833333333333333,0.0283553875236294,0.0151515151515151
24_variables/3_constraints/1_density_9,success,0.025,6604,0.0,1.0,0.0,0.0,12.0,3.0,14.0,9.0,success,0.079,3532,1.0,success,0.142,45528,0.0,0.0,1.0,0.0,success,0.025,6780,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.12,0.0833333333333333,0.0170132325141776,0.0303030303030303
24_variables/3_constraints/3_density_0,success,0.031,6620,0.0,1.0,0.0,0.0,12.0,3.0,14.0,6.0,success,0.118,3572,1.0,success,0.253,45408,0.0,0.0,1.0,1.0,success,0.023,6736,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.3333333333333333,0.2222222222222222,0.1720226843100189,0.0984848484848484
24_variables/3_constraints/3_density_1,success,0.033,6624,0.0,1.0,0.0,0.0,12.0,3.0,8.0,6.0,success,0.239,3568,1.0,success,0.212,45200,0.0,0.0,1.0,1.0,success,0.022,6800,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,24,12,0.2933333333333333,0.3055555555555556,0.1115311909262759,0.1666666666666666
